Code,Store Name,# of Customers,# of Items,Total Sales,Discount,Avg Sales per Customer,Avg Sales per Item,Date,Month,Year,Weekday,Distance from Station X(Meter),Distance from Station X(Feet),Distance from Station Y(Meter),Distance from Station Y(Feet),Distance from Main Street(Meter),Distance from Main Street(Feet),YenWonRatio,Holiday,ActualHighTemp,Outlook,Japanese Tourists
20002,Store A,289,2528,19579200,0,67748,7745,9/1/2011,9,2011,Thursday,250,820,500,1640,220,722,13.93,0,87,NA,
20002,Store A,230,2404,20031700,0,87094,8333,9/2/2011,9,2011,Friday,250,820,500,1640,220,722,13.83,0,89,NA,
20002,Store A,244,2018,20681800,0,84761,10249,9/3/2011,9,2011,Saturday,250,820,500,1640,220,722,13.83,0,87,Cloudy,
20002,Store A,230,1875,21673500,0,94233,11559,9/4/2011,9,2011,Sunday,250,820,500,1640,220,722,13.85,0,84,Cloudy,
20002,Store A,306,2327,21652200,0,70759,9305,9/5/2011,9,2011,Monday,250,820,500,1640,220,722,13.85,0,82,Sunny,
20002,Store A,300,2331,19235600,0,64119,8252,9/6/2011,9,2011,Tuesday,250,820,500,1640,220,722,13.9,0,82,Sunny,
20002,Store A,276,2791,22943500,0,83129,8221,9/7/2011,9,2011,Wednesday,250,820,500,1640,220,722,13.91,0,80,Cloudy,
20002,Store A,218,1994,17866200,0,81955,8960,9/8/2011,9,2011,Thursday,250,820,500,1640,220,722,13.86,0,77,Cloudy,
20002,Store A,205,2261,18668900,0,91068,8257,9/9/2011,9,2011,Friday,250,820,500,1640,220,722,13.87,0,69,Rainy,
20002,Store A,301,2269,21397200,0,71087,9430,9/10/2011,9,2011,Saturday,250,820,500,1640,220,722,13.88,0,78,NA,
20002,Store A,254,1922,17476400,0,68805,9093,9/11/2011,9,2011,Sunday,250,820,500,1640,220,722,13.87,0,73,Rainy,
20002,Store A,257,2131,20688600,0,80500,9708,9/12/2011,9,2011,Monday,250,820,500,1640,220,722,13.87,0,80,Cloudy,
20002,Store A,229,2047,17032300,0,74377,8321,9/13/2011,9,2011,Tuesday,250,820,500,1640,220,722,13.97,0,84,Cloudy,
20002,Store A,250,2207,17749200,0,70997,8042,9/14/2011,9,2011,Wednesday,250,820,500,1640,220,722,13.96,0,84,NA,
20002,Store A,285,2590,22187400,0,77851,8567,9/15/2011,9,2011,Thursday,250,820,500,1640,220,722,14.23,0,86,NA,
20002,Store A,249,2426,20316200,0,81591,8374,9/16/2011,9,2011,Friday,250,820,500,1640,220,722,14.47,0,87,NA,
20002,Store A,271,2496,26767100,0,98772,10724,9/17/2011,9,2011,Saturday,250,820,500,1640,220,722,14.47,1,86,NA,
20002,Store A,323,2699,24388300,0,75506,9036,9/18/2011,9,2011,Sunday,250,820,500,1640,220,722,14.45,1,78,Cloudy,
20002,Store A,341,3057,26588500,0,77972,8698,9/19/2011,9,2011,Monday,250,820,500,1640,220,722,14.44,1,66,Rainy,
20002,Store A,394,3324,32963300,0,83663,9917,9/20/2011,9,2011,Tuesday,250,820,500,1640,220,722,14.73,0,73,Sunny,
20002,Store A,304,2663,23702000,0,77967,8900,9/21/2011,9,2011,Wednesday,250,820,500,1640,220,722,14.92,0,75,Sunny,
20002,Store A,303,2271,20195900,0,66653,8893,9/22/2011,9,2011,Thursday,250,820,500,1640,220,722,15.02,0,75,Sunny,
20002,Store A,339,3216,30446500,0,89813,9467,9/23/2011,9,2011,Friday,250,820,500,1640,220,722,15.34,1,77,NA,
20002,Store A,314,3080,31013400,0,98769,10069,9/24/2011,9,2011,Saturday,250,820,500,1640,220,722,15.31,1,78,NA,
20002,Store A,322,2858,30987100,0,96233,10842,9/25/2011,9,2011,Sunday,250,820,500,1640,220,722,15.2,1,78,NA,
20002,Store A,290,2323,26454100,0,91221,11388,9/26/2011,9,2011,Monday,250,820,500,1640,220,722,15.2,0,80,NA,
20002,Store A,299,2593,22384300,0,74864,8633,9/27/2011,9,2011,Tuesday,250,820,500,1640,220,722,15.44,0,84,NA,
20002,Store A,319,3410,26972300,0,84553,7910,9/28/2011,9,2011,Wednesday,250,820,500,1640,220,722,15.33,0,75,NA,
20002,Store A,241,2284,21363400,0,88645,9354,9/29/2011,9,2011,Thursday,250,820,500,1640,220,722,15.24,0,66,Rainy,
20002,Store A,278,2050,22739400,0,81796,11092,9/30/2011,9,2011,Friday,250,820,500,1640,220,722,15.34,0,66,Sunny,
20002,Store A,260,2208,18810500,0,72348,8519,10/1/2011,10,2011,Saturday,250,820,500,1640,220,722,15.36,0,64,Sunny,
20002,Store A,251,1677,22069500,0,87926,13160,10/2/2011,10,2011,Sunday,250,820,500,1640,220,722,15.37,0,64,Sunny,
20002,Store A,204,2087,20389900,0,99950,9770,10/3/2011,10,2011,Monday,250,820,500,1640,220,722,15.4,0,68,Sunny,
20002,Store A,212,1850,17876600,0,84324,9663,10/4/2011,10,2011,Tuesday,250,820,500,1640,220,722,15.4,0,68,Sunny,
20002,Store A,241,2401,24493200,0,101632,10201,10/5/2011,10,2011,Wednesday,250,820,500,1640,220,722,15.54,0,71,Sunny,
20002,Store A,239,2219,21070600,0,88162,9496,10/6/2011,10,2011,Thursday,250,820,500,1640,220,722,15.3,0,69,NA,
20002,Store A,232,2111,21584400,0,93036,10225,10/7/2011,10,2011,Friday,250,820,500,1640,220,722,15.43,0,69,NA,
20002,Store A,257,3337,26117200,0,101623,7827,10/8/2011,10,2011,Saturday,250,820,500,1640,220,722,15.37,1,71,NA,
20002,Store A,319,3307,33720000,0,105705,10197,10/9/2011,10,2011,Sunday,250,820,500,1640,220,722,15.37,1,71,NA,
20002,Store A,268,2752,20051300,0,74818,7286,10/10/2011,10,2011,Monday,250,820,500,1640,220,722,15.3,1,69,NA,
20002,Store A,240,2040,20022300,0,83426,9815,10/11/2011,10,2011,Tuesday,250,820,500,1640,220,722,15.18,0,69,NA,
20002,Store A,264,2879,22092100,0,83682,7674,10/12/2011,10,2011,Wednesday,250,820,500,1640,220,722,15.26,0,64,NA,
20002,Store A,270,2988,22326700,0,82691,7472,10/13/2011,10,2011,Thursday,250,820,500,1640,220,722,15.18,0,73,NA,
20002,Store A,262,2027,21992000,0,83939,10850,10/14/2011,10,2011,Friday,250,820,500,1640,220,722,15.1,0,60,NA,
20002,Store A,258,2213,23537000,0,91229,10636,10/15/2011,10,2011,Saturday,250,820,500,1640,220,722,14.99,0,62,Rainy,
20002,Store A,303,3264,26935100,0,88895,8252,10/16/2011,10,2011,Sunday,250,820,500,1640,220,722,14.94,0,66,Rainy,
20002,Store A,279,2412,19602900,0,70261,8127,10/17/2011,10,2011,Monday,250,820,500,1640,220,722,14.94,0,57,Sunny,
20002,Store A,272,2145,22403000,0,82364,10444,10/18/2011,10,2011,Tuesday,250,820,500,1640,220,722,14.91,0,57,Sunny,
20002,Store A,255,2215,20214600,0,79273,9126,10/19/2011,10,2011,Wednesday,250,820,500,1640,220,722,14.93,0,68,Sunny,
20002,Store A,280,3061,22233800,0,79406,7264,10/20/2011,10,2011,Thursday,250,820,500,1640,220,722,14.81,0,69,Sunny,
20002,Store A,251,3011,23768800,0,94696,7894,10/21/2011,10,2011,Friday,250,820,500,1640,220,722,14.83,0,69,Cloudy,
20002,Store A,290,2564,24787800,0,85475,9668,10/22/2011,10,2011,Saturday,250,820,500,1640,220,722,14.93,0,71,Sunny,
20002,Store A,302,2584,26388200,0,87378,10212,10/23/2011,10,2011,Sunday,250,820,500,1640,220,722,15,0,71,NA,
20002,Store A,305,2991,26674100,0,87456,8918,10/24/2011,10,2011,Monday,250,820,500,1640,220,722,15.01,0,59,Rainy,
20002,Store A,250,2425,20676850,0,82707,8527,10/25/2011,10,2011,Tuesday,250,820,500,1640,220,722,14.94,0,53,Sunny,
20002,Store A,265,2119,16602100,0,62649,7835,10/26/2011,10,2011,Wednesday,250,820,500,1640,220,722,14.85,0,59,Sunny,
20002,Store A,261,2586,21782550,0,83458,8423,10/27/2011,10,2011,Thursday,250,820,500,1640,220,722,14.87,0,66,NA,
20002,Store A,259,1809,20207200,0,78020,11170,10/28/2011,10,2011,Friday,250,820,500,1640,220,722,14.67,0,66,NA,
20002,Store A,303,2617,21745500,0,71767,8309,10/29/2011,10,2011,Saturday,250,820,500,1640,220,722,14.56,0,59,NA,
20002,Store A,267,2546,25691850,0,96224,10091,10/30/2011,10,2011,Sunday,250,820,500,1640,220,722,14.54,0,68,NA,
20002,Store A,308,2536,24920800,0,80912,9827,10/31/2011,10,2011,Monday,250,820,500,1640,220,722,14.54,0,73,NA,
20002,Store A,239,2314,19038900,0,79661,8228,11/1/2011,11,2011,Tuesday,250,820,500,1640,220,722,14.24,0,71,NA,
20002,Store A,248,1773,17558800,0,70802,9903,11/2/2011,11,2011,Wednesday,250,820,500,1640,220,722,14.31,0,69,NA,
20002,Store A,310,2815,24197000,0,78055,8596,11/3/2011,11,2011,Thursday,250,820,500,1640,220,722,14.33,0,73,NA,
20002,Store A,307,2288,23822900,0,77599,10412,11/4/2011,11,2011,Friday,250,820,500,1640,220,722,14.42,0,73,NA,
20002,Store A,292,2380,23389900,0,80102,9828,11/5/2011,11,2011,Saturday,250,820,500,1640,220,722,14.4,0,77,Rainy,
20002,Store A,297,2306,21913300,0,73782,9503,11/6/2011,11,2011,Sunday,250,820,500,1640,220,722,14.14,0,66,Rainy,
20002,Store A,225,2027,20066250,0,89183,9899,11/7/2011,11,2011,Monday,250,820,500,1640,220,722,14.15,0,64,Cloudy,
20002,Store A,242,2355,22752700,0,94019,9661,11/8/2011,11,2011,Tuesday,250,820,500,1640,220,722,14.25,0,64,NA,
20002,Store A,268,2406,21058800,0,78578,8753,11/9/2011,11,2011,Wednesday,250,820,500,1640,220,722,14.32,0,64,Cloudy,
20002,Store A,259,2645,24349800,0,94015,9206,11/10/2011,11,2011,Thursday,250,820,500,1640,220,722,14.37,0,62,Rainy,
20002,Store A,268,2806,25723500,0,95983,9167,11/11/2011,11,2011,Friday,250,820,500,1640,220,722,14.52,0,57,Rainy,
20002,Store A,327,2909,28300900,0,86547,9729,11/12/2011,11,2011,Saturday,250,820,500,1640,220,722,14.56,0,60,Sunny,
20002,Store A,280,2776,27160900,0,97003,9784,11/13/2011,11,2011,Sunday,250,820,500,1640,220,722,14.61,0,60,NA,
20002,Store A,246,2858,26717500,0,108608,9348,11/14/2011,11,2011,Monday,250,820,500,1640,220,722,14.6,0,50,Sunny,
20002,Store A,215,2146,18666100,0,86819,8698,11/15/2011,11,2011,Tuesday,250,820,500,1640,220,722,14.59,0,51,Sunny,
20002,Store A,237,2174,20198500,0,85226,9291,11/16/2011,11,2011,Wednesday,250,820,500,1640,220,722,14.62,0,59,NA,
20002,Store A,238,2351,20840000,0,87563,8864,11/17/2011,11,2011,Thursday,250,820,500,1640,220,722,14.71,0,62,NA,
20002,Store A,281,3172,24330700,0,86586,7670,11/18/2011,11,2011,Friday,250,820,500,1640,220,722,14.73,0,62,Rainy,
20002,Store A,326,3124,28063100,0,86083,8983,11/19/2011,11,2011,Saturday,250,820,500,1640,220,722,14.79,0,60,Cloudy,
20002,Store A,354,3385,37116800,0,104850,10965,11/20/2011,11,2011,Sunday,250,820,500,1640,220,722,14.79,0,39,Sunny,
20002,Store A,298,2801,27601200,0,92621,9854,11/21/2011,11,2011,Monday,250,820,500,1640,220,722,14.79,0,42,Sunny,
20002,Store A,301,2588,22273700,0,73999,8607,11/22/2011,11,2011,Tuesday,250,820,500,1640,220,722,14.84,0,48,NA,
20002,Store A,252,2776,24143200,0,95806,8697,11/23/2011,11,2011,Wednesday,250,820,500,1640,220,722,14.87,0,46,Rainy,
20002,Store A,310,3358,32243600,0,104012,9602,11/24/2011,11,2011,Thursday,250,820,500,1640,220,722,14.94,0,35,Sunny,
20002,Store A,350,3009,25227300,0,72078,8384,11/25/2011,11,2011,Friday,250,820,500,1640,220,722,15,0,42,Snowy,
20002,Store A,361,2873,30316150,0,83978,10552,11/26/2011,11,2011,Saturday,250,820,500,1640,220,722,14.98,0,53,NA,
20002,Store A,312,2986,28688200,0,91949,9608,11/27/2011,11,2011,Sunday,250,820,500,1640,220,722,14.88,0,60,Cloudy,
20002,Store A,375,2938,31782000,0,84752,10818,11/28/2011,11,2011,Monday,250,820,500,1640,220,722,14.92,0,61,Rainy,
20002,Store A,309,3247,27168900,0,87925,8367,11/29/2011,11,2011,Tuesday,250,820,500,1640,220,722,14.82,0,56,Rainy,
20002,Store A,215,2135,17370400,0,80793,8136,11/30/2011,11,2011,Wednesday,250,820,500,1640,220,722,14.57,0,48,Rainy,
20002,Store A,249,2358,21100800,0,84742,8949,12/1/2011,12,2011,Thursday,250,820,500,1640,220,722,14.65,0,50,Rainy,
20002,Store A,241,3028,20166600,0,83679,6660,12/2/2011,12,2011,Friday,250,820,500,1640,220,722,14.56,0,46,Cloudy,
20002,Store A,302,2404,26236350,0,86875,10914,12/3/2011,12,2011,Saturday,250,820,500,1640,220,722,14.49,0,48,Rainy,
20002,Store A,322,3039,28508500,0,88536,9381,12/4/2011,12,2011,Sunday,250,820,500,1640,220,722,14.37,0,42,Sunny,
20002,Store A,242,2827,21302900,0,88029,7536,12/5/2011,12,2011,Monday,250,820,500,1640,220,722,14.35,0,41,Sunny,
20002,Store A,279,4664,22476550,0,80561,4819,12/6/2011,12,2011,Tuesday,250,820,500,1640,220,722,14.44,0,44,Cloudy,
20002,Store A,230,2356,21027700,0,91425,8925,12/7/2011,12,2011,Wednesday,250,820,500,1640,220,722,14.52,0,44,Cloudy,
20002,Store A,221,1858,20285500,0,91790,10918,12/8/2011,12,2011,Thursday,250,820,500,1640,220,722,14.5,0,41,Cloudy,
20002,Store A,296,3476,36245100,0,122450,10427,12/9/2011,12,2011,Friday,250,820,500,1640,220,722,14.56,0,35,Snowy,
20002,Store A,362,3184,37498950,0,103588,11777,12/10/2011,12,2011,Saturday,250,820,500,1640,220,722,14.68,0,35,Snowy,
20002,Store A,392,4155,40090300,0,102271,9649,12/11/2011,12,2011,Sunday,250,820,500,1640,220,722,14.75,0,44,Rainy,
20002,Store A,297,3176,30938250,0,104169,9741,12/12/2011,12,2011,Monday,250,820,500,1640,220,722,14.74,0,45,NA,
20002,Store A,256,1898,21725850,0,84867,11447,12/13/2011,12,2011,Tuesday,250,820,500,1640,220,722,14.74,0,43,Sunny,
20002,Store A,245,2212,22502100,0,91845,10173,12/14/2011,12,2011,Wednesday,250,820,500,1640,220,722,14.72,0,47,Rainy,
20002,Store A,250,1678,21598300,0,86393,12871,12/15/2011,12,2011,Thursday,250,820,500,1640,220,722,14.86,0,32,Sunny,
20002,Store A,288,2731,25818300,0,89647,9454,12/16/2011,12,2011,Friday,250,820,500,1640,220,722,14.84,0,25,Sunny,
20002,Store A,338,2960,32587650,0,96413,11009,12/17/2011,12,2011,Saturday,250,820,500,1640,220,722,14.85,0,32,Cloudy,
20002,Store A,290,2350,22545100,0,77742,9594,12/18/2011,12,2011,Sunday,250,820,500,1640,220,722,14.85,0,35,NA,
20002,Store A,223,2248,21557400,0,96670,9590,12/19/2011,12,2011,Monday,250,820,500,1640,220,722,14.85,0,37,Cloudy,
20002,Store A,242,1589,17571000,0,72607,11058,12/20/2011,12,2011,Tuesday,250,820,500,1640,220,722,14.99,0,40,Rainy,
20002,Store A,206,1866,17300500,0,83983,9271,12/21/2011,12,2011,Wednesday,250,820,500,1640,220,722,14.95,0,43,Snowy,
20002,Store A,272,1834,23025400,0,84652,12555,12/22/2011,12,2011,Thursday,250,820,500,1640,220,722,14.78,0,36,Sunny,
20002,Store A,272,2270,28391300,0,104380,12507,12/23/2011,12,2011,Friday,250,820,500,1640,220,722,14.75,1,33,Snowy,
20002,Store A,237,2249,24694300,0,104195,10980,12/24/2011,12,2011,Saturday,250,820,500,1640,220,722,14.72,1,27,Snowy,
20002,Store A,201,1437,15085400,0,75052,10498,12/25/2011,12,2011,Sunday,250,820,500,1640,220,722,14.69,1,25,Sunny,
20002,Store A,189,1917,22239400,0,117669,11601,12/26/2011,12,2011,Monday,250,820,500,1640,220,722,14.69,0,25,Sunny,
20002,Store A,262,1866,21175800,0,80824,11348,12/27/2011,12,2011,Tuesday,250,820,500,1640,220,722,14.7,0,32,Cloudy,
20002,Store A,280,2793,27703000,0,98939,9919,12/28/2011,12,2011,Wednesday,250,820,500,1640,220,722,14.79,0,37,NA,
20002,Store A,295,2536,32005550,0,108493,12620,12/29/2011,12,2011,Thursday,250,820,500,1640,220,722,14.85,0,33,NA,
20002,Store A,275,2541,25128200,0,91375,9889,12/30/2011,12,2011,Friday,250,820,500,1640,220,722,14.85,0,33,NA,
20002,Store A,300,2289,36917700,0,123059,16128,12/31/2011,12,2011,Saturday,250,820,500,1640,220,722,14.95,0,35,NA,
20002,Store A,258,1894,23019400,0,89222,12154,1/1/2012,1,2012,Monday,250,820,500,1640,220,722,15.07,0,32,Snowy,
20002,Store A,250,2092,26623950,0,106496,12727,1/2/2012,1,2012,Tuesday,250,820,500,1640,220,722,15.07,0,30,NA,
20002,Store A,252,2418,25993700,0,103150,10750,1/3/2012,1,2012,Wednesday,250,820,500,1640,220,722,15.02,0,33,Snowy,
20002,Store A,262,2199,23071950,0,88061,10492,1/4/2012,1,2012,Thursday,250,820,500,1640,220,722,14.95,0,26,NA,
20002,Store A,275,2414,22064850,0,80236,9140,1/5/2012,1,2012,Friday,250,820,500,1640,220,722,14.95,0,30,Sunny,
20002,Store A,230,1607,20017700,0,87033,12457,1/6/2012,1,2012,Saturday,250,820,500,1640,220,722,14.98,0,33,Snowy,
20002,Store A,256,1883,22345600,0,87288,11867,1/7/2012,1,2012,Sunday,250,820,500,1640,220,722,15.01,1,33,NA,
20002,Store A,295,2506,24438500,0,82842,9752,1/8/2012,1,2012,Monday,250,820,500,1640,220,722,15.06,1,33,NA,
20002,Store A,189,1557,13538300,0,71631,8695,1/9/2012,1,2012,Tuesday,250,820,500,1640,220,722,15.07,1,35,NA,
20002,Store A,198,2045,22096000,0,111596,10805,1/10/2012,1,2012,Wednesday,250,820,500,1640,220,722,15.09,0,35,NA,
20002,Store A,205,1515,21569400,0,105217,14237,1/11/2012,1,2012,Thursday,250,820,500,1640,220,722,15.03,0,28,Sunny,
20002,Store A,190,1537,20405500,0,107397,13276,1/12/2012,1,2012,Friday,250,820,500,1640,220,722,15.05,0,32,Snowy,
20002,Store A,210,2087,26788200,283500,127563,12836,1/13/2012,1,2012,Saturday,250,820,500,1640,220,722,15.02,0,37,NA,
20002,Store A,267,2152,27467300,30600,102874,12764,1/14/2012,1,2012,Sunday,250,820,500,1640,220,722,14.96,0,37,NA,
20002,Store A,253,2322,24262000,143400,95897,10449,1/15/2012,1,2012,Monday,250,820,500,1640,220,722,14.94,0,32,Sunny,
20002,Store A,229,2000,20101700,0,87780,10051,1/16/2012,1,2012,Tuesday,250,820,500,1640,220,722,14.94,0,44,NA,
20002,Store A,242,1943,21950600,0,90705,11297,1/17/2012,1,2012,Wednesday,250,820,500,1640,220,722,15,0,44,Sunny,
20002,Store A,196,1397,18709250,0,95455,13392,1/18/2012,1,2012,Thursday,250,820,500,1640,220,722,14.91,0,39,NA,
20002,Store A,156,1223,15615500,0,100099,12768,1/19/2012,1,2012,Friday,250,820,500,1640,220,722,14.84,0,44,Rainy,
20002,Store A,176,1240,17228600,0,97890,13894,1/20/2012,1,2012,Saturday,250,820,500,1640,220,722,14.76,0,46,Rainy,
20002,Store A,194,2477,18101700,0,93308,7308,1/21/2012,1,2012,Saturday,250,820,500,1640,220,722,14.68,0,42,NA,
20002,Store A,137,954,10015200,0,73104,10498,1/22/2012,1,2012,Sunday,250,820,500,1640,220,722,14.7,0,24,NA,
20002,Store A,116,817,11652400,0,100452,14262,1/23/2012,1,2012,Monday,250,820,500,1640,220,722,14.7,0,23,Sunny,
20002,Store A,128,1003,10113900,0,79015,10084,1/24/2012,1,2012,Tuesday,250,820,500,1640,220,722,14.7,0,28,Snowy,
20002,Store A,135,1018,10935100,0,81001,10742,1/25/2012,1,2012,Wednesday,250,820,500,1640,220,722,14.58,0,24,Sunny,
20002,Store A,186,1449,16334000,0,87817,11273,1/26/2012,1,2012,Thursday,250,820,500,1640,220,722,14.47,0,38,Snowy,
20002,Store A,243,2211,23716200,0,97598,10726,1/27/2012,1,2012,Friday,250,820,500,1640,220,722,14.43,0,41,NA,
20002,Store A,280,2620,27025550,0,96520,10315,1/28/2012,1,2012,Saturday,250,820,500,1640,220,722,14.56,0,37,Sunny,
20002,Store A,243,1410,18445100,0,75906,13082,1/29/2012,1,2012,Sunday,250,820,500,1640,220,722,14.57,0,37,Sunny,
20002,Store A,284,1943,20180050,0,71057,10386,1/30/2012,1,2012,Monday,250,820,500,1640,220,722,14.58,0,29,Sunny,
20002,Store A,198,1205,14719700,0,74342,12216,1/31/2012,1,2012,Tuesday,250,820,500,1640,220,722,14.68,0,29,Snowy,
20002,Store A,242,2752,21726050,0,89777,7895,2/1/2012,2,2012,Wednesday,250,820,500,1640,220,722,14.71,0,20,Sunny,3168
20002,Store A,246,2202,21019300,0,85444,9546,2/2/2012,2,2012,Thursday,250,820,500,1640,220,722,14.75,0,16,Sunny,2743
20002,Store A,268,2151,22036800,0,82227,10245,2/3/2012,2,2012,Friday,250,820,500,1640,220,722,14.71,0,30,Snowy,2841
20002,Store A,302,2374,20776900,52500,68798,8752,2/4/2012,2,2012,Saturday,250,820,500,1640,220,722,14.63,0,35,NA,4267
20002,Store A,331,2485,22610900,0,68311,9099,2/5/2012,2,2012,Sunday,250,820,500,1640,220,722,14.51,0,40,Sunny,4626
20002,Store A,347,2542,25588200,0,73741,10066,2/6/2012,2,2012,Monday,250,820,500,1640,220,722,14.55,0,42,NA,4069
20002,Store A,296,2071,20058500,0,67765,9685,2/7/2012,2,2012,Tuesday,250,820,500,1640,220,722,14.6,0,32,Sunny,
20002,Store A,276,1744,16158100,0,58544,9265,2/8/2012,2,2012,Wednesday,250,820,500,1640,220,722,14.57,0,25,Snowy,
20002,Store A,270,2270,18520200,0,68593,8159,2/9/2012,2,2012,Thursday,250,820,500,1640,220,722,14.48,0,34,Snowy,
20002,Store A,235,1864,17523500,0,74568,9401,2/10/2012,2,2012,Friday,250,820,500,1640,220,722,14.44,0,36,Sunny,
20002,Store A,303,2289,31105800,0,102659,13589,2/11/2012,2,2012,Saturday,250,820,500,1640,220,722,14.44,0,34,Sunny,
20002,Store A,282,2474,22599300,0,80139,9135,2/12/2012,2,2012,Sunday,250,820,500,1640,220,722,14.46,0,40,Sunny,
20002,Store A,291,2293,23127950,0,79477,10086,2/13/2012,2,2012,Monday,250,820,500,1640,220,722,14.45,0,46,NA,
20002,Store A,282,1732,14138800,0,50138,8163,2/14/2012,2,2012,Tuesday,250,820,500,1640,220,722,14.42,0,45,NA,3819
20002,Store A,313,2359,23336150,0,74556,9892,2/15/2012,2,2012,Wednesday,250,820,500,1640,220,722,14.41,0,36,NA,4064
20002,Store A,341,2716,22325750,0,65471,8220,2/16/2012,2,2012,Thursday,250,820,500,1640,220,722,14.31,0,36,Sunny,3569
20002,Store A,371,2816,23550000,85100,63477,8363,2/17/2012,2,2012,Friday,250,820,500,1640,220,722,14.35,0,28,Sunny,4248
20002,Store A,319,2470,22717900,93700,71216,9198,2/18/2012,2,2012,Saturday,250,820,500,1640,220,722,14.2,0,27,Sunny,5102
20002,Store A,377,3082,28816400,12600,76436,9350,2/19/2012,2,2012,Sunday,250,820,500,1640,220,722,14.14,0,34,Sunny,4951
20002,Store A,356,2498,22772500,0,63968,9116,2/20/2012,2,2012,Monday,250,820,500,1640,220,722,14.13,0,41,Sunny,4836
20002,Store A,300,2166,16774000,0,55913,7744,2/21/2012,2,2012,Tuesday,250,820,500,1640,220,722,14.09,0,42,NA,4671
20002,Store A,386,2583,25328550,0,65618,9806,2/22/2012,2,2012,Wednesday,250,820,500,1640,220,722,14.09,0,54,NA,4664
20002,Store A,329,2870,24590100,0,74742,8568,2/23/2012,2,2012,Thursday,250,820,500,1640,220,722,14.06,0,46,NA,3936
20002,Store A,317,2622,24038250,0,75830,9168,2/24/2012,2,2012,Friday,250,820,500,1640,220,722,14.06,0,50,NA,3606
20002,Store A,313,2501,27462201,0,87739,10980,2/25/2012,2,2012,Saturday,250,820,500,1640,220,722,13.98,0,41,Cloudy,4788
20002,Store A,301,2744,25335300,0,84170,9233,2/26/2012,2,2012,Sunday,250,820,500,1640,220,722,13.83,0,37,Sunny,4457
20002,Store A,303,2611,20267600,0,66890,7762,2/27/2012,2,2012,Monday,250,820,500,1640,220,722,13.83,0,41,Sunny,3879
20002,Store A,241,2061,15505300,0,64337,7523,2/28/2012,2,2012,Tuesday,250,820,500,1640,220,722,13.93,0,44,Sunny,3430
20002,Store A,308,2065,21245250,0,68978,10288,2/29/2012,2,2012,Wednesday,250,820,500,1640,220,722,13.98,0,50,Sunny,3361
20002,Store A,278,1829,16770380,52620,60325,9169,3/1/2012,3,2012,Thursday,250,820,500,1640,220,722,13.89,0,57,Cloudy,3009
20002,Store A,251,2069,21385300,8400,85200,10336,3/2/2012,3,2012,Friday,250,820,500,1640,220,722,13.77,0,50,NA,4040
20002,Store A,274,2261,26126430,160770,95352,11555,3/3/2012,3,2012,Saturday,250,820,500,1640,220,722,13.68,0,53,Sunny,4889
20002,Store A,285,2355,20380150,6750,71509,8654,3/4/2012,3,2012,Sunday,250,820,500,1640,220,722,13.61,0,50,Rainy,4024
20002,Store A,306,2120,24438250,223900,79864,11527,3/5/2012,3,2012,Monday,250,820,500,1640,220,722,13.46,0,48,Rainy,4107
20002,Store A,291,1797,16175250,44800,55585,9001,3/6/2012,3,2012,Tuesday,250,820,500,1640,220,722,13.6,0,41,Rainy,4140
20002,Store A,251,1961,18186600,2700,72457,9274,3/7/2012,3,2012,Wednesday,250,820,500,1640,220,722,13.82,0,42,Sunny,4188
20002,Store A,245,2536,21257380,863220,86765,8382,3/8/2012,3,2012,Thursday,250,820,500,1640,220,722,13.89,0,42,NA,3277
20002,Store A,381,3329,23149860,6097640,60761,6954,3/9/2012,3,2012,Friday,250,820,500,1640,220,722,13.72,0,46,NA,3962
20002,Store A,417,3776,27517481,6908570,65989,7287,3/10/2012,3,2012,Saturday,250,820,500,1640,220,722,13.62,0,46,Sunny,5026
20002,Store A,430,4507,34562260,9632940,80377,7669,3/11/2012,3,2012,Sunday,250,820,500,1640,220,722,13.52,0,35,Snowy,5226
20002,Store A,276,2253,24046300,0,87124,10673,3/12/2012,3,2012,Monday,250,820,500,1640,220,722,13.52,0,37,Sunny,5063
20002,Store A,273,1748,15096200,0,55297,8636,3/13/2012,3,2012,Tuesday,250,820,500,1640,220,722,13.62,0,44,NA,4473
20002,Store A,289,2340,23777300,0,82274,10161,3/14/2012,3,2012,Wednesday,250,820,500,1640,220,722,13.6,0,42,NA,4195
20002,Store A,283,2238,23513500,0,83087,10506,3/15/2012,3,2012,Thursday,250,820,500,1640,220,722,13.51,0,53,Sunny,3707
20002,Store A,254,2046,21516250,0,84710,10516,3/16/2012,3,2012,Friday,250,820,500,1640,220,722,13.46,0,55,Rainy,3737
20488,Store A,212,1897,16368100,3180,77208,8628,6/19/2012,6,2012,Tuesday,250,820,500,1640,220,722,14.49,0,91,Sunny,3263
20488,Store A,190,1301,16116100,107100,84822,12387,6/20/2012,6,2012,Wednesday,250,820,500,1640,220,722,14.62,0,87,rainy,3080
20488,Store A,239,2063,17300500,34000,72387,8386,6/21/2012,6,2012,Thursday,250,820,500,1640,220,722,14.55,0,87,Sunny,3778
20488,Store A,291,2530,25429600,54100,87387,10051,6/22/2012,6,2012,Friday,250,820,500,1640,220,722,14.42,0,82,Sunny,4749
20488,Store A,336,2637,26383400,79700,78522,10005,6/23/2012,6,2012,Saturday,250,820,500,1640,220,722,14.39,0,86,rainy,4329
